Observatoire des territoires - ANCT; ; 
Référentiel géographique : EPCI / EPT (2025); ; 
Code;Libellé;Evolution de la part des déplacements domicile-travail en voiture 2016-2022
200070993;CA de la Baie de Somme;0.7
200071017;CC des Terres d'Auxois;-2.1
200071025;CC Haute-Provence - Pays de Banon;-1.1
200071033;CC Jabron-Lure-Vançon-Durance;2.3
200071041;CC du Chaourçois et du Val d'Armance;1.9
200071058;CC Les Avant-Monts;3.5
200071066;CA de Saint-Dié-des-Vosges;-0.8
200071074;CC Les Portes de l'Ile de France;-0.4
200071082;CA Montluçon Communauté;-0.2
200071116;CA ECLA (Espace Communautaire Lons Agglomération);-0.2
200071140;CA Moulins Communauté;0.3
200071165;CA Les Sables d'Olonne Agglomération;-3.7
200071173;CC du Pays Arnay Liernais;2.8
200071181;CC Somme Sud-Ouest;3.6
200071199;CC Plaine Limagne;1.3
200071207;CC de Pouilly-en-Auxois / Bligny-sur-Ouche;5.1
200071215;CC Chavanon Combrailles et Volcans;3.5
200071223;CC Nièvre et Somme;1.7
200071298;CC des Terres du Lauragais;0.5
200071314;CC des Hauts-Tolosans;1.1
200071363;CA Vichy Communauté;0.3
200071371;CC Bresse et Saône;1.4
200071389;CC Saint-Pourçain Sioule Limagne;1.7
200071405;CC Ardèche Rhône Coiron;0.2
200071413;CA Privas Centre Ardèche;-1.9
200071454;CA Evreux Portes de Normandie;0.2
200071470;CC Entr'Allier Besbre et Loire;0.5
200071496;CC du Bocage Bourbonnais;3.5
200071504;CC des Collines du Perche Normand;-1.4
200071512;CC Commentry Montmarault Néris Communauté;2
200071520;CC Domfront Tinchebray Interco;-2.6
200071538;CC Terres de Bresse;0.7
200071546;CC Sud Retz Atlantique;0
200071553;CC Loire Layon Aubance;0.4
200071579;CC Bresse Louhannaise Intercom';0.7
200071587;CC Loches Sud Touraine;0.1
200071595;CC Arbois, Poligny, Salins, Coeur du Jura;-1.3
200071629;CC Challans-Gois Communauté;-1.4
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;4.6
200071652;CC du Pays Fertois et du Bocage Carrougien;1.2
200071678;CA Cholet Agglomération;-0.5
200071751;CA du Bassin de Bourg-en-Bresse;-0.3
200071769;CC Picardie des Châteaux;4.8
200071777;CC d'Arcis, Mailly, Ramerupt;-0.8
200071785;CA Chauny Tergnier La Fère;3.1
200071819;CC du Périgord Nontronnais;1.8
200071827;CA du Grand Angoulême;-1.5
200071843;CC du Vexin Normand;2.1
200071850;CC du Pithiverais-Gâtinais;2.1
200071868;CC des Vallées du Haut-Anjou;3
200071876;CA Saumur Val de Loire;0.5
200071884;CC Le Grand Charolais;0.4
200071892;CA du Saint-Quentinois;0.6
200071900;CC Vendée Grand Littoral;0.5
200071918;CC du Pays de Saint-Fulgent - Les Essarts;1.2
200071926;CC du Limouxin;0
200071934;CC du Pays de Fontenay-Vendée;0.8
200071942;CC Haut Limousin en Marche;1.7
200071967;CC Pays d'Evian Vallée d'Abondance;-2.6
200071983;CC Thiérache Sambre et Oise;4
200071991;CC Retz en Valois;0.1
200072007;CC Montagne d'Ardèche;-0.3
200072015;CA Annonay Rhône Agglo;-0.5
200072023;CC Coeur de Charente;1.2
200072031;CA de la Région de Château-Thierry;0.5
200072049;CC de Charente Limousine;0.8
200072056;CC Porte du Jura;3.7
200072064;CC Val-de-Cher-Controis;0.9
200072072;CA Territoires Vendômois;-0.8
200072080;CC du Pays de Saint-Eloy;2.9
200072098;CC Combrailles Sioule et Morge;1.1
200072106;CC Adour Madiran;0.3
200072130;CA du Pays de Meaux;0.1
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;2.7
200072312;CA Seine Normandie Agglomération;0.6
200072320;CC Val de Gers;0.3
200072346;CA du Pays de Fontainebleau;-2.2
200072452;CA Fougères Agglomération;-2.3
200072460;CA de Béthune-Bruay, Artois-Lys Romane;0.8
200072478;CC Pays d'Opale;1.4
200072544;CC des Deux Morin;1.5
200072635;CC Pyrénées Haut Garonnaises;1
200072643;CC Coeur et Coteaux du Comminges;0.4
200072650;CC Touraine Vallée de l'Indre;-0.6
200072668;CC Touraine Val de Vienne;-1.2
200072676;CC Maine Saosnois;3.8
200072684;CC Le Gesnois Bilurien;-0.1
200072692;CC des Vallées de la Braye et de l'Anille;1.4
200072700;CC Haute Sarthe Alpes Mancelles;0.4
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;2.6
200072726;CC Châteaubriant-Derval;3.1
200072734;CC Estuaire et Sillon;-0.3
200072825;CC Mirebellois et Fontenois;5.8
200072874;CC Val Briard;0
200072882;CC de Vie et Boulogne;1
200072981;CC Touraine Ouest Val de Loire;1.4
200072999;CC du Grand Langres;0.1
200073013;CC Carnelle Pays-de-France;3.2
200073096;CA Arche Agglo;-0.7
200073104;CC de l'Ile-Rousse - Balagne;1.4
200073112;CC Sud Sarthe;2.2
200073120;CC Nebbiu - Conca d'Oro;1.3
200073138;CC Pasquale Paoli;1.2
200073146;CC Cagire Garonne Salat;1.5
200073161;CC Touraine-Est Vallées;1.4
200073237;CC de Gâtine-Racan;0.1
200073245;CC du Bassin d'Aubenas;-1.6
200073252;CC de la Castagniccia-Casinca;0.7
200073260;CC Sud Vendée Littoral;1.6
200073344;CA Rambouillet Territoires;-0.2
200073393;CC des Rives du Haut Allier;0.9
200073401;CC Mézenc-Loire-Meygal;1.8
200073419;CA du Puy-en-Velay;-0.6
200073427;CC Marches du Velay-Rochebaron;2
200077014;CA Vienne Condrieu;-1.4
200083392;CA Laval Agglomération;-1.8
200084952;Le Havre Seine Métropole;-2
200085728;CC Brioude Sud Auvergne;-0.4
200085751;CC Entre Bièvre et Rhône;0.7
200089456;CA Seine-Eure;1.4
200090504;CA Coulommiers Pays de Brie;1
200090561;CC Vierzon-Sologne-Berry;0.5
200090579;CC Terre d'Émeraude Communauté;0.1
200090751;CA Grand Calais Terres et Mers;0.1
200093201;Métropole Européenne de Lille;-3.2
200096634;CC des Hautes Vosges;1.9
200096642;CC Gérardmer Hautes Vosges;-2.2
200096675;CC Baud Communauté;0.4
200096683;CC Centre Morbihan Communauté;2.4
200096956;CA Agglomération d'Agen;-0.3
240100610;CC de la Côtière à Montluel;4.1
240100750;CA du Pays de Gex;-3.1
240100800;CC de Miribel et du Plateau;-2.8
240100883;CC de la Plaine de l'Ain;0.4
240100891;CC Terre Valserhône (CCTV);-1.8
240200444;CC de la Thiérache du Centre;1.8
240200469;CC du Pays de la Serre;3.6
240200477;GrandSoissons Agglomération;-0.4
240200493;CC du Pays du Vermandois;2.1
240200501;CC du Val de l'Aisne;1.2
240200519;CC du Canton d'Oulchy-le-Château;1.1
240200576;CC de la Champagne Picarde;5.1
240200584;CC du Canton de Charly-sur-Marne;0.3
240200592;CC du Chemin des Dames;4.9
240200600;CC des Trois Rivières;1.5
240200634;CC des Portes de la Thiérache;2
240300491;CC du Pays de Lapalisse;1.7
240300558;CC du Pays de Tronçais;8.2
240300566;CC du Val de Cher;1
240300657;CC du Pays d'Huriel;6.1
240400440;CC Pays Forcalquier et Montagne de Lure;5.4
240500439;CC du Briançonnais;-4.2
240500462;CC du Pays des Ecrins;1.3
240600551;CA de la Riviera Française;-1.9
240600585;CA de Sophia Antipolis;-2.9
240600593;CC du Pays des Paillons;-1.2
240700302;CC du Pays Beaume-Drobie;-3.5
240700617;CC Val de Ligne;-3
240700716;CC du Val d'Ay;4.1
240700815;CC Berg et Coiron;-0.8
240700864;CC du Rhône aux Gorges de l'Ardèche;1
240800821;CC Ardenne, Rives de Meuse;2.3
240800847;CC des Portes du Luxembourg;0.1
240800862;CC des Crêtes Préardennaises;1.6
240800920;CC de l'Argonne Ardennaise;4.2
240900431;CC du Pays de Tarascon;-4.2
240900464;CC du Pays d'Olmes;-3
241000223;CC Forêts, Lacs, Terres en Champagne;1.7
241000405;CC de la Région de Bar sur Aube;2.9
241000447;CC du Pays d'Othe;4.9
241000488;CC de l'Orvin et de l'Ardusson;3.5
241100593;CA Le Grand Narbonne;-0.3
241200187;CA Rodez Agglomération;-0.3
241200542;CC du Réquistanais;3
241200567;CC de Millau Grands Causses;0.5
241200625;CC du Pays Rignacois;-1.1
241200641;CC Conques-Marcillac;1.8
241200658;CC du Pays de Salars;1.5
241200674;CC du Plateau de Montbazens;0.6
241200765;CC de Lévézou Pareloup;0.7
241200807;CC Aveyron Bas Ségala Viaur;0.1
241200906;CC Larzac et Vallées;-20.1
241200914;CC de la Muse et des Raspes du Tarn;0.4
241300375;CC Vallée des Baux-Alpilles (CC VBA);-0.6
241300417;CA d'Arles-Crau-Camargue-Montagnette;1.2
241400415;CC Coeur Côte Fleurie;-1.2
241400514;CC du Pays de Falaise;2.5
241400555;CC de Bayeux Intercom;0
241400860;CC Coeur de Nacre;-2.7
241400878;CC Terre d'Auge;1.2
241500230;Aurillac Agglomération;-0.4
241500255;CC du Pays Gentiane;4.2
241500271;CC du Pays de Mauriac;1.4
241501055;CC Sumène - Artense;1.8
241501089;CC Cère et Goul en Carladès;3.9
241501139;CC du Pays de Salers;-1.1
241600303;CC du Rouillacais;1.2
241700434;CA de La Rochelle;-6.1
241700459;CC de l'Ile de Ré;-3.4
241700517;CC Coeur de Saintonge;1.2
241700624;CC de l'Ile d'Oléron;-1.4
241700632;CC de Gémozac et de la Saintonge Viticole;2.9
241700640;CA Royan Atlantique;-1.8
241700699;CC du Bassin de Marennes;-1.1
241800374;CC la Septaine;1.4
241800424;CC le Dunois;-0.2
241800432;CC les Trois Provinces;-1.3
241800457;CC FerCher;0
241800507;CA Bourges Plus;-1.2
241900133;CC de Ventadour - Egletons - Monédières;2.1
241927201;CA Tulle Agglo;-0.8
241927243;CC du Pays d'Uzerche;1.1
242000354;CA de Bastia;1.3
242000495;CC de l'Alta Rocca;0.6
242000503;CC Celavu-Prunelli;0.4
242010056;CA du Pays Ajaccien;1.6
242010130;CC du Sartenais Valinco Taravo;1.9
242020071;CC du Centre Corse;0.8
242020105;CC de Calvi Balagne;-1.2
242100154;CC des Vallées de la Tille et de l'Ignon;-1.1
242100410;Dijon Métropole;-3
242101434;CC du Pays Châtillonnais;2.9
242101442;CC de Saulieu-Morvan;2.3
242101459;CC du Pays d'Alésia et de la Seine;6.7
242101491;CC du Montbardois;2.9
242101509;CC Rives de Saône;1.6
242200715;CC du Kreiz-Breizh (CCKB);0.5
242300135;CC du Pays Sostranien;3.7
242320000;CC de Bénévent Grand Bourg;0.4
242320109;CC du Pays Dunois;1.7
242400752;CC Périgord-Limousin;-2
242400935;CC du Pays de Saint Aulaye;-0.8
242401024;CC Isle-Loue-Auvézère en Périgord;-1.4
242500320;CC Entre Doubs et Loue;3.4
242500338;CC du Grand Pontarlier;1.4
242500361;CU Grand Besançon Métropole;-2.4
242504116;CC du Val de Morteau;-0.7
242504181;CC des Portes du Haut-Doubs;1.8
242504355;CC du Plateau de Russey;-3.2
242504371;CC du Pays de Sancey-Belleherbe;0.7
242504447;CC du Doubs Baumois;1.2
242504488;CC Altitude 800;0
242504496;CC du Plateau de Frasne et du Val de Drugeon;3.3
242600252;CC du Val de Drôme en Biovallée;-0.5
242600492;CC Dieulefit-Bourdeaux;-4.8
242600534;CC du Diois;-1.6
242700276;CC du Pays de Conches;1.7
242700607;CC du Pays du Neubourg;2.2
242852465;CC du Bonnevalais;2.6
242900074;CC du Pays d'Iroise;0
242900314;Brest Métropole;-3.7
242900553;CC du Pays des Abers;0.3
242900561;CC de Haute Cornouaille;0.9
242900629;CC Cap Sizun - Pointe du Raz;-0.5
242900645;CC Douarnenez Communauté;-3.4
242900660;CC du Pays Fouesnantais;0.2
242900694;CA Quimperlé Communauté;0.4
242900702;CC du Pays Bigouden Sud;1
242900710;CC du Haut Pays Bigouden;-0.7
242900744;CC Poher Communauté;1.5
242900751;CC du Pays de Landivisiau;2.9
242900769;CA Concarneau Cornouaille Agglomération;-1
242900793;CC Communauté Lesneven Côte des Légendes;-0.1
242900801;CA du Pays de Landerneau-Daoulas;-0.3
242900835;CA Morlaix Communauté;0.2
243000270;CC du Pays Viganais;-0.4
243000296;CC du Pays de Sommières;-1
243000569;CC Rhony, Vistre, Vidourle;-0.4
243000585;CC Beaucaire Terre d'Argence;0.5
243000593;CC de Petite Camargue;1.2
243000643;CA de Nîmes Métropole;-1.1
243000650;CC Terre de Camargue;-1
243000684;CC du Pont du Gard;0.7
243100518;Toulouse Métropole;-5.4
243100567;CC Aux sources du Canal du Midi;1.2
243100633;CA du Sicoval;-2.8
243100732;CC des Coteaux du Girou;-0.7
243100773;CC Val'Aïgo;1
243100781;Le Grand Ouest Toulousain agglomération;-2
243100815;CC des Coteaux Bellevue;-1.7
243200391;CC de la Lomagne Gersoise;1.1
243200409;CC du Bas Armagnac;0.1
243200417;CC de la Tenarèze;-0.6
243200425;CC Coeur d'Astarac en Gascogne;-0.8
243200458;CC du Grand Armagnac;-2.9
243200508;CC Bastides et Vallons du Gers;4.1
243200599;CC du Saves;-0.8
243200607;CC Artagnan de Fezensac;-1.3
243300316;Bordeaux Métropole;-6.9
243300563;CA Bassin d'Arcachon Sud (COBAS);-1.3
243300811;CC de l'Estuaire;1.3
243301165;CC Jalle-Eau-Bourde;-0.8
243301181;CC Latitude Nord Gironde;-0.4
243301215;CC du Créonnais;0.9
243301223;CC du Grand Cubzaguais;-1.4
243301249;CC Les Rives de la Laurence;-2.6
243301264;CC de Montesquieu;-2.9
243301355;CC les Coteaux Bordelais;0
243301371;CC du Pays Foyen;-1.4
243301389;CC Médullienne;-1.1
243301397;CC du Fronsadais;0.7
243301405;CC du Val de l'Eyre;-0.4
243301439;CC des Portes de l'Entre-Deux-Mers;-1
243301447;CC Médoc Estuaire;-0.8
243301454;CC Castillon/Pujols;-1.1
243301504;CA du Bassin d'Arcachon Nord (COBAN);-1.2
243400017;Montpellier Méditerranée Métropole;-4.9
243400355;CC du Clermontais;0.5
243400470;CA du Pays de l'Or;-0.5
243400488;CC la Domitienne;0.2
243400520;CA Lunel Agglo;1.4
243400694;CC Vallée de l'Hérault;-0.2
243400736;CC des Cévennes Gangeoises et Suménoises;-0.1
243400769;CA de Béziers-Méditerranée;0.2
243400819;CA Hérault-Méditerranée;-0.2
243500139;Rennes Métropole;-5.7
243500550;CC Montfort Communauté;-0.9
243500618;CC Brocéliande Communauté;-1.7
243500634;Roche aux Fées Communauté;2.8
243500659;CC Pays de Châteaugiron Communauté;0.6
243500667;CC Val d'Ille-Aubigné;0.1
243500725;CC Côte d'Emeraude;-2.9
243500733;CC Bretagne Romantique;-0.2
243500741;CA Redon Agglomération;1.2
243500774;CC Liffré-Cormier Communauté;-1.3
243500782;CA du Pays de Saint Malo Agglomération;-1.9
243600202;CC Chabris - Pays de Bazelle;4.5
243600236;CC du Pays d'Issoudun;3.6
243600293;CC Levroux Boischaut Champagne;0.2
243600301;CC Val de l'Indre - Brenne;0.1
243600319;CC Brenne - Val de Creuse;2.8
243600327;CA Châteauroux Métropole;0.4
243600343;CC Coeur de Brenne;-0.4
243600350;CC de la Châtre et Sainte-Sévère;1.3
243700499;CC du Castelrenaudais;-0.3
243700754;Tours Métropole Val de Loire;-3.9
243700820;CC Autour de Chenonceaux Bléré-Val de Cher;1.8
243800604;CA Porte de l'Isère (CAPI);0
243800745;CC de l'Oisans;-2.9
243800935;CC Lyon-Saint-Exupéry en Dauphiné;0.5
243800984;CA du Pays Voironnais;-1.6
243801024;CC du Massif du Vercors;-4.1
243801073;CC de Bièvre Est;-1.7
243801255;CC Collines Isère Nord Communauté;0.2
243900354;CC de la Station des Rousses-Haut Jura;0.6
243900420;CC du Val d'Amour;0.6
243900479;CC Haut-Jura Arcade Communauté;4.7
243900560;CC Jura Nord;3.2
243900610;CC la Grandvallière;1.9
243901089;CC de la Plaine Jurassienne;0.9
244000543;CC de Mimizan;-1.4
244000659;CC du Seignanx;-2.1
244000675;CA du Grand Dax;0.1
244000691;CC du Pays Morcenais;-0.7
244000766;CC du Pays Tarusate;1.8
244000774;CC du Pays de Villeneuve en Armagnac Landais;3.5
244000808;CA Mont de Marsan Agglomération;-1.8
244000824;CC du Pays Grenadois;-0.5
244000857;CC Côte Landes Nature;2.6
244000865;CC Maremne Adour Côte Sud;0.7
244000873;CC des Grands Lacs;1.2
244000881;CC Coteaux et Vallées des Luys;2.9
244100293;CC des Collines du Perche;-8.8
244100780;CC de la Sologne des Etangs;2.8
244100798;CC du Grand Chambord;0.4
244100806;CC de la Sologne des Rivières;1.7
244200614;CC des Vals d'Aix et Isable;3.2
244200622;CC des Monts du Pilat;0.3
244200630;CC du Pays Entre Loire et Rhône;0.1
244200770;Saint-Étienne Métropole;-1
244200820;CC du Pays d'Urfé;1.3
244200895;CC du Pilat Rhodanien;1.7
244300307;CC Haut Pays du Velay;4.2
244301016;CC des Sucs;0.6
244301099;CC Auzon Communauté;-0.5
244301107;CC du Haut Lignon;-0.3
244301123;CC des Pays de Cayres et de Pradelles;4.3
244301131;CC Loire et Semène;0.7
244400404;Nantes Métropole;-6.7
244400438;Grand Lieu Communauté;-2.3
244400453;CC du Pays de Blain;2.1
244400503;CC d'Erdre et Gesvres;-1.4
244400537;CC de Nozay;-0.5
244400552;CC du Pays d'Ancenis;0
244400586;CC du Sud Estuaire;0.1
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);-1.5
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);-3
244500203;CA Montargoise et Rives du Loing (AME);-1.8
244500211;CC Giennoises;-0.9
244500419;CC des Quatre Vallées;3.3
244500427;CC des Loges;1.2
244500468;Orléans Métropole;-2.6
244500484;CC de la Forêt;0.3
244500542;CC de la Plaine du Nord Loiret;4.3
244600433;CC de la Vallée du Lot et du Vignoble;-0.2
244600482;CC Quercy - Bouriane;-2.2
244600532;CC du Pays de Lalbenque-Limogne;3.3
244600573;CC du Causse de Labastide Murat;3.1
244700449;CC du Pays de Duras;7.3
244700464;CC du Pays de Lauzun;1.8
244701355;CC des Coteaux et Landes de Gascogne;-2.5
244701405;CC Lot et Tolzac;-1.1
244800405;CC Coeur de Lozère;2
244800470;CC du Gévaudan;0.6
244900015;CU Angers Loire Métropole;-3.9
244900809;CC Anjou Bleu Communauté;1.4
244900882;CC Baugeois Vallée;1.1
245100615;CC de la Grande Vallée de la Marne;1.9
245100888;CC de la Brie Champenoise;4.5
245100979;CC du Sud Marnais;-0.8
245200597;CC des Trois Forêts;3.5
245300223;CC du Pays de Meslay-Grez;3.5
245300355;CC de l'Ernée;0.5
245300389;CC du Bocage Mayennais;5
245300447;CC du Pays de Château-Gontier;-1
245400171;CC Moselle et Madon;0.2
245400189;CC des Pays du Sel et du Vermois;0.8
245400262;Agglomération du Grand Longwy;-1.7
245400510;CC du Pays de Colombey et du Sud Toulois;0.4
245400601;CC du Bassin de Pompey;2.8
245400676;Métropole du Grand Nancy;-1.7
245400759;CC du Pays du Sanon;-2
245500327;CC du Sammiellois;2.3
245501176;CC du Territoire de Fresnes-en-Woëvre;3.6
245501184;CC du Pays de Revigny-sur-Ornain;2.4
245501242;CC du Pays d'Étain;4.9
245501259;CC du Pays de Montmédy;-0.8
245600440;CC Blavet Bellevue Océan;-0.9
245600465;CC de Belle Ile en Mer;-2
245614383;CC Questembert Communauté;1.5
245614417;CC Roi Morvan Communauté;1.6
245614433;CC Pontivy Communauté;1.3
245700133;CC du District Urbain de Faulquemont (DUF);0.4
245700372;CA de Forbach Porte de France;0.6
245700398;CC de Freyming-Merlebach;0.5
245700695;CC de Cattenom et Environs;0.7
245700950;CC du Pays de Phalsbourg;-0.1
245701164;CC du Warndt;3.3
245701206;CC du Saulnois;3.9
245701222;CA du Val de Fensch;0.3
245701271;CC du Pays Orne Moselle;0
245701354;CC de l'Arc Mosellan;0.3
245701362;CA Portes de France-Thionville;-0.8
245701404;CC du Pays Haut Val d'Alzette;0.6
245801063;CC Loire et Allier;2.2
245804406;CA de Nevers;-0.3
245804497;CC du Nivernais Bourbonnais;1.9
245900428;CU de Dunkerque;-2.6
245900758;CC Flandre Lys;1.7
245901038;CC du Pays Solesmois;0.2
245901152;CA Coeur d'Ostrevent;2.1
245901160;CA Valenciennes Métropole;1.1
246000129;CC du Liancourtois;-0.3
246000376;CC du Clermontois;-2.2
246000566;CC du Plateau Picard;1.4
246000582;CC des Sablons;3
246000707;CC du Vexin-Thelle;0.8
246000749;CC des Lisières de l'Oise;1.4
246000756;CC du Pays Noyonnais;2.9
246000764;CC de l'Aire Cantilienne;-0.7
246000772;CC des Deux Vallées;1.7
246000848;CC de la Picardie Verte;0.2
246000855;CC du Pays des Sources;0.9
246000871;CC du Pays de Valois;1.4
246000897;CC de la Plaine d'Estrées;2.9
246000913;CC du Pays de Bray;1.1
246000921;CC des Pays d'Oise et d'Halatte;3
246100390;CC du Val d'Orne;2
246100663;CU d'Alençon;-0.9
246200299;CA d'Hénin-Carvin;0.8
246200364;CA de Lens - Liévin;0.8
246200380;CC de la Terre des Deux Caps;1.7
246200729;CA du Boulonnais;-0.7
246200844;CC de la Région d'Audruicq;3.9
246201016;CC du Pays de Lumbres;1.9
246300701;Clermont Auvergne Métropole;-1.9
246300966;CC du Massif du Sancy;3.2
246301097;CC Entre Dore et Allier;1.7
246400337;CC de la Vallée d'Ossau;0.9
246401756;CC Pays de Nay;0.6
246500482;CC de la Haute-Bigorre;0.4
246500573;CC Aure Louron;-1.8
246600282;CC Sud-Roussillon;0
246600373;CC du Vallespir;1.8
246600399;CC Pyrénées Cerdagne;1.5
246600415;CC Roussillon-Conflent;1.2
246600423;CC Agly Fenouillèdes;-4.8
246600449;CC des Aspres;2.7
246600464;CC Pyrénées Catalanes;5.3
246600548;CC du Haut Vallespir;-0.7
246700306;CC de la Vallée de la Bruche;3
246700488;Eurométropole de Strasbourg;-4.4
246700744;CC des Portes de Rosheim;-0.3
246700777;CC de la Vallée de Villé;0.4
246700843;CC de la Basse-Zorn;-0.1
246700926;CC du Pays de Wissembourg;-2.6
246700959;CC du Pays de la Zorn;2.3
246700967;CC de Sélestat;0.9
246701064;CC de la Région de Molsheim-Mutzig;0.1
246701080;CC du Pays de Sainte-Odile;-0.5
246701098;CC du Pays de Niederbronn-les-Bains;0.4
246800205;CC de la Vallée de Saint-Amarin;-1.1
246800395;CC du Val d'Argent;-5.5
246800445;CC du Centre du Haut-Rhin;-5.4
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;0.4
246800551;CC de la Vallée de Kaysersberg;-2.7
246800569;CC de la Région de Guebwiller;-1.6
246800577;CC du Pays de Ribeauvillé;1.2
246800585;CC de la Vallée de Munster;-0.5
246800676;CC de la Vallée de la Doller et du Soultzbach;1.7
246800726;CA Colmar Agglomération;-0.4
246900575;CC de l'Est Lyonnais (CCEL);-0.1
246900625;CC du Pays de l'Arbresle (CCPA);-0.3
246900724;CC des Vallons du Lyonnais (CCVL);-3
246900740;CC du Pays Mornantais (COPAMO);-1.1
246900757;CC de la Vallée du Garon (CCVG);-3.8
246900765;CC du Pays de l'Ozon;-1.2
247000011;CA de Vesoul;-4.7
247000367;CC des Combes;0.9
247000623;CC des Quatre Rivières;2.4
247000664;CC du Pays de Lure;4.2
247000698;CC des Monts de Gy;1.5
247000706;CC du Pays Riolais;1.2
247000714;CC du Pays de Villersexel;2.5
247000722;CC du Pays d'Héricourt;3.6
247000755;CC du Pays de Luxeuil;1.2
247000821;CC Rahin et Chérimont;3.4
247000854;CC des 1000 étangs;1.5
247100290;CU Le Creusot Montceau-les-Mines;-0.1
247100589;CA Le Grand Chalon;-0.1
247100639;CC de Marcigny;-0.5
247100647;CC Bresse Nord Intercom';-1.8
247103765;CC Entre Saône et Grosne;-1.4
247103864;CC de Semur en Brionnais;1.2
247104094;CC Sud Côte Chalonnaise;1.5
247200090;CC du Pays Sabolien;-2.3
247200132;CU Le Mans Métropole;-1.9
247200348;CC du Pays Fléchois;-0.4
247200421;CC du Sud Est Manceau;1
247200447;CC Orée de Bercé - Belinois;3.6
247200629;CC du Val de Sarthe;-0.5
247200686;Communauté de communes du Perche Emeraude;0.1
247300015;CC des Vallées d'Aigueblanche;3.1
247300254;CC de Haute-Tarentaise;2.9
247300262;CC de Yenne;0.4
247300361;CC du Canton de La Chambre;-5.8
247300452;CC Maurienne Galibier;-3
247300528;CC Val Guiers;1.3
247300668;CC du Lac d'Aiguebelette (CCLA);1.7
247300676;CC Porte de Maurienne;-2.9
247300817;CC Les Versants d'Aime;-1.9
247400047;CC de la Vallée Verte;-0.8
247400112;CC du Pays de Cruseilles;-1.1
247400567;CC Fier et Usses;-2.4
247400583;CC Arve et Salève;-3.3
247400617;CC des Vallées de Thônes;0.7
247400666;CC des Quatre Rivières;0
247400682;CC du Haut Chablais;2.2
247400690;CC du Genevois;-4.4
247400724;CC du Pays Rochois;-3.1
247400740;CC Rumilly Terre de Savoie;-0.1
247400773;CC des Sources du Lac d'Annecy;-3.7
247600505;CC Campagne-de-Caux;2
247600588;CC des Villes Soeurs;1.5
247600604;CC de Londinières;4.9
247600620;CC Yvetot Normandie;0.6
247600646;CC Caux - Austreberthe;1.5
247600729;CC Falaises du Talou;-1.3
247600786;CA de la Région Dieppoise;1.4
247700032;CC Moret Seine et Loing;-1.7
247700057;CA Melun Val de Seine;-1.7
247700065;CC du Pays de l'Ourcq;1.8
247700107;CC Pays de Montereau;2.2
247700339;CA Val d'Europe Agglomération;1.2
247700594;CA Marne et Gondoire;-2.9
247700644;CC l'Orée de la Brie;1.6
247700701;CC Brie Nangissienne;-0.1
247800550;CC du Pays Houdanais (CCPH);1.4
247800584;CA Versailles Grand Parc (CAVGP);-4.4
247800618;CC Coeur d'Yvelines;0.2
247900798;CC du Thouarsais;0.9
248000499;CC du Val de Somme;0.5
248000531;CA Amiens Métropole;-3.3
248000747;CC du Pays du Coquelicot;-0.5
248100158;CC du Sor et de l'Agout;2
248100430;CA de Castres Mazamet;-2
248100497;CC Val 81;5.8
248100737;CA de l'Albigeois (C2A);-1.5
248100745;CC Thoré Montagne Noire;-1.3
248200016;CC des Deux Rives;0.6
248200057;CC du Quercy Caussadais;0.2
248200065;CC de la Lomagne Tarn-et-Garonnaise;4.8
248200099;CA Grand Montauban;0.1
248200107;Quercy Rouergue et des Gorges de l'Aveyron;0.1
248300394;CA Sud Sainte Baume;0.4
248300410;CC de la Vallée du Gapeau;-0.5
248300493;Dracénie Provence Verdon Agglomération;1.3
248300543;Métropole Toulon-Provence-Méditerranée;-1.4
248300550;CC Coeur du Var;3.1
248400053;CA Ventoux-Comtat-Venaissin (COVE);1.2
248400160;CC Aygues-Ouvèze en Provence (CCAOP);-0.3
248400236;Pays d'Orange en Provence;1.1
248400251;CA du Grand Avignon (COGA);-2.3
248400285;Communauté de Communes Sud Luberon;0.8
248400293;CA des Sorgues du Comtat;0.5
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;-1.1
248400335;CC Vaison Ventoux;2.8
248500191;CC de l'Ile de Noirmoutier;-1
248500258;CC Océan Marais de Monts;0.7
248500340;CC Pays de Chantonnay;2.1
248500415;CC du Pays de la Châtaigneraie;2.4
248500464;CC du Pays de Pouzauges;2.3
248500530;CC du Pays des Achards;-0.9
248500563;CC Vendée, Sèvre, Autise;1.8
248500589;CA La Roche-sur-Yon - Agglomération;-1.5
248500621;CC du Pays des Herbiers;0.6
248500662;CC du Pays de Mortagne;1
248600413;CA Grand Châtellerault;-0.3
248600447;CC du Pays Loudunais;0.6
248700189;CC du Pays de Saint Yrieix;-2.2
248719262;CC Gartempe - Saint Pardoux;6.4
248719288;CC du Val de Vienne;-0.5
248719312;CU Limoges Métropole;-1.5
248719338;CC Briance-Combade;-2.1
248719353;CC des Portes de Vassivière;-7.4
248719361;CC de Noblat;4.7
248900334;CA du Grand Sénonais;-1.1
248900383;CC de l'Agglomération Migennoise;-3.3
