SIREN,Nom de l'EPCI,Nature de l'EPCI,Superficie de l'EPCI (km²),Superficie des territoires artificialisés* (km²),Part de la superficie artificialisée,,* Les donnes proviennent de Corine Land Cover millésime 2018
242101509,CC Rives de Saône,Communauté de communes,"382,123","22,942","6,00 %",,
242200715,CC du Kreiz-Breizh (CCKB),Communauté de communes,"705,522","14,293","2,03 %",,
242300135,CC du Pays Sostranien,Communauté de communes,"274,607","7,924","2,89 %",,
242320000,CC de Bénévent Grand Bourg,Communauté de communes,"389,962","4,357","1,12 %",,
242320109,CC du Pays Dunois,Communauté de communes,"341,912","5,976","1,75 %",,
242400752,CC Périgord-Limousin,Communauté de communes,"514,487","9,506","1,85 %",,
242400935,CC du Pays de Saint-Aulaye,Communauté de communes,"244,182","4,599","1,88 %",,
242401024,CC Isle-Loue-Auvézère en Périgord,Communauté de communes,"546,697","5,916","1,08 %",,
242500320,CC de Montbenoît,Communauté de communes,"199,231","4,698","2,36 %",,
242500338,CC du Grand Pontarlier,Communauté de communes,"154,945","14,833","9,57 %",,
242500361,CU Grand Besançon Métropole,Communauté urbaine,"531,516","94,671","17,81 %",,
242504116,CC du Val de Morteau,Communauté de communes,"162,866","11,663","7,16 %",,
242504181,CC des Portes du Haut-Doubs,Communauté de communes,"646,386","20,719","3,21 %",,
242504355,CC du Plateau de Russey,Communauté de communes,"149,879","4,001","2,67 %",,
242504371,CC du Pays de Sancey-Belleherbe,Communauté de communes,"230,872","5,5","2,38 %",,
242504447,CC du Doubs Baumois,Communauté de communes,"350,417","9,545","2,72 %",,
242504488,CC Altitude 800,Communauté de communes,"205,797","5,809","2,82 %",,
242504496,CC du Plateau de Frasne et du Val du Drugeon (CFD),Communauté de communes,"179,331","5,949","3,32 %",,
242600252,CC du Val de Drôme en Biovallée,Communauté de communes,"593,824","13,912","2,34 %",,
242600492,CC Dieulefit-Bourdeaux,Communauté de communes,"371,646","5,847","1,57 %",,
242600534,CC du Diois,Communauté de communes,"1220,59","4,368","0,36 %",,
242700276,CC du Pays de Conches,Communauté de communes,"260,235","11,614","4,46 %",,
242700607,CC du Pays du Neubourg,Communauté de communes,"305,781","22,755","7,44 %",,
242852465,CC du Bonnevalais,Communauté de communes,"341,746","7,972","2,33 %",,
242900074,CC du Pays d'Iroise,Communauté de communes,"321,541","39,917","12,41 %",,
242900314,Brest Métropole,Métropole,"218,207","79,877","36,61 %",,
242900553,CC du Pays des Abers,Communauté de communes,"274,232","30,726","11,20 %",,
242900561,CC de Haute Cornouaille,Communauté de communes,"409,803","10,807","2,64 %",,
242900629,CC Cap Sizun - Pointe du Raz,Communauté de communes,"179,519","14,297","7,96 %",,
242900645,CC Douarnenez Communauté,Communauté de communes,"106,666","7,761","7,28 %",,
242900660,CC du Pays Fouesnantais,Communauté de communes,"130,354","29,77","22,84 %",,
242900694,CA Quimperlé Communauté,Communauté d'agglomération,"609,514","41,599","6,82 %",,
242900702,CC du Pays Bigouden Sud,Communauté de communes,"168,16","38,379","22,82 %",,
242900710,CC du Haut Pays Bigouden,Communauté de communes,"212,056","11,467","5,41 %",,
242900744,CC Poher communauté,Communauté de communes,"302,717","12,659","4,18 %",,
242900751,CC du Pays de Landivisiau,Communauté de communes,"407,204","26,293","6,46 %",,
242900769,CA Concarneau Cornouaille Agglomération,Communauté d'agglomération,"372,417","34,523","9,27 %",,
242900793,CC Communauté Lesneven Côte des Légendes,Communauté de communes,"203,689","20,475","10,05 %",,
242900801,CA du Pays de Landerneau-Daoulas,Communauté d'agglomération,"375,1","29,022","7,74 %",,
242900835,CA Morlaix Communauté,Communauté d'agglomération,"687,025","50,213","7,31 %",,
243000270,CC du Pays Viganais,Communauté de communes,"384,38","6,655","1,73 %",,
243000296,CC du Pays de Sommières,Communauté de communes,"194,548","11,723","6,03 %",,
243000569,"CC Rhony, Vistre, Vidourle",Communauté de communes,"81,377","14,813","18,20 %",,
243000585,CC Beaucaire Terre d'Argence,Communauté de communes,"205,538","18,534","9,02 %",,
243000593,CC de Petite Camargue,Communauté de communes,"204,813","12,058","5,89 %",,
243000643,CA de Nîmes Métropole,Communauté d'agglomération,"792,603","120,071","15,15 %",,
243000650,CC Terre de Camargue,Communauté de communes,"204,56","11,058","5,41 %",,
243000684,CC du Pont du Gard,Communauté de communes,"231,175","17,572","7,60 %",,
243100518,Toulouse Métropole,Métropole,"460,988","261,648","56,76 %",,
243100567,CC Aux Sources du Canal du Midi,Communauté de communes,"353,395","13,134","3,72 %",,
243100633,CA du Sicoval,Communauté d'agglomération,"250,04","43,534","17,41 %",,
243100732,CC des Coteaux du Girou,Communauté de communes,"210,13","11,826","5,63 %",,
243100773,CC Val'Aïgo,Communauté de communes,"147,081","9,855","6,70 %",,
243100781,CC Le Grand Ouest Toulousain,Communauté de communes,"120,154","24,6","20,47 %",,
243100815,CC des Coteaux Bellevue,Communauté de communes,"48,166","12,313","25,56 %",,
243200391,CC de la Lomagne Gersoise,Communauté de communes,"686,631","9,199","1,34 %",,
243200409,CC du Bas Armagnac,Communauté de communes,"317,5","4,245","1,34 %",,
243200417,CC de la Tenarèze,Communauté de communes,"499,724","7,3","1,46 %",,
243200425,CC Cœur d'Astarac en Gascogne,Communauté de communes,"289,634","4,284","1,48 %",,
243200458,CC du Grand Armagnac,Communauté de communes,"535,996","7,512","1,40 %",,
243200508,CC Bastides et Vallons du Gers,Communauté de communes,"299,946","5,88","1,96 %",,
243200599,CC du Saves,Communauté de communes,"327,716","3,37","1,03 %",,
243200607,CC Artagnan de Fezensac,Communauté de communes,"378,728","3,084","0,81 %",,
243300316,Bordeaux Métropole,Métropole,"576,874","287,487","49,84 %",,
243300563,CA Bassin d'Arcachon Sud (COBAS),Communauté d'agglomération,"322,834","62,799","19,45 %",,
243300811,CC de l'Estuaire,Communauté de communes,"303,59","10,115","3,33 %",,
243301165,CC Jalle-Eau-Bourde,Communauté de communes,"232,506","31,986","13,76 %",,
243301181,CC Latitude Nord Gironde,Communauté de communes,"212,967","10,963","5,15 %",,
243301215,CC du Créonnais,Communauté de communes,"123,996","8,619","6,95 %",,
243301223,CC du Grand Cubzaguais,Communauté de communes,"156,308","20,271","12,97 %",,
243301249,CC Les Rives de la Laurence,Communauté de communes,"83,023","22,804","27,47 %",,
243301264,CC de Montesquieu,Communauté de communes,"331,208","33,68","10,17 %",,
243301355,CC Les Coteaux Bordelais,Communauté de communes,"68,29","12,704","18,60 %",,
243301371,CC du Pays Foyen,Communauté de communes,"222,99","10,105","4,53 %",,
243301389,CC Médullienne,Communauté de communes,"638,616","21,25","3,33 %",,
243301397,CC du Fronsadais,Communauté de communes,"133,845","9,462","7,07 %",,
243301405,CC du Val de l'Eyre,Communauté de communes,"547,157","27,676","5,06 %",,
243301439,CC des Portes de l'Entre-Deux-Mers,Communauté de communes,"87,528","12,892","14,73 %",,
243301447,CC Médoc Estuaire,Communauté de communes,"184,676","20,983","11,36 %",,
243301454,CC Castillon/Pujols,Communauté de communes,"229,114","8,742","3,82 %",,
243301504,CA du Bassin d'Arcachon Nord,Communauté d'agglomération,"597,991","67,609","11,31 %",,
243400017,Montpellier Méditerranée Métropole,Métropole,"438,771","136,263","31,06 %",,
243400355,CC du Clermontais,Communauté de communes,"236,912","13,756","5,81 %",,
243400470,CA du Pays de l'Or,Communauté d'agglomération,"152,686","23,448","15,36 %",,
243400488,CC La Domitienne,Communauté de communes,"172,435","16,517","9,58 %",,
243400520,CA Lunel Agglo,Communauté de communes,"158,272","20,07","12,68 %",,
243400694,CC Vallée de l'Hérault,Communauté de communes,"482,137","22,903","4,75 %",,
243400736,CC des Cévennes Gangeoises et Suménoises,Communauté de communes,"242,095","6,265","2,59 %",,
243400769,CA de Béziers-Méditerranée,Communauté d'agglomération,"305,289","53,763","17,61 %",,
243400819,CA Hérault-Méditerranée,Communauté d'agglomération,"387,623","49,244","12,70 %",,
243500139,Rennes Métropole,Métropole,"711,676","154,863","21,76 %",,
243500550,CC Montfort Communauté,Communauté de communes,"196,746","11,07","5,63 %",,
243500618,CC Brocéliande Communauté,Communauté de communes,"298,578","8,205","2,75 %",,
243500634,CC Roche aux Fées Communauté,Communauté de communes,"374,623","15,852","4,23 %",,
243500659,CC Pays de Châteaugiron Communauté,Communauté de communes,"130,685","12,939","9,90 %",,
243500667,CC Val d'Ille-Aubigné,Communauté de communes,"300,004","17,655","5,88 %",,
243500725,CC Côte d'Émeraude,Communauté de communes,"72,861","25,388","34,84 %",,
243500733,CC Bretagne Romantique,Communauté de communes,"445,206","15,155","3,40 %",,
243500741,CA Redon Agglomération,Communauté d'agglomération,"996,569","44,189","4,43 %",,
243500774,CC Liffré-Cormier Communauté,Communauté de communes,"253,975","12,279","4,83 %",,
243500782,CA du Pays de Saint Malo Agglomération,Communauté d'agglomération,"244,509","42,125","17,23 %",,
243600202,CC Chabris - Pays de Bazelle,Communauté de communes,"250,08","3,246","1,30 %",,
243600236,CC du Pays d'Issoudun,Communauté de communes,"314,602","14,635","4,65 %",,
243600293,CC Levroux Boischaut Champagne,Communauté de communes,"344,379","3,057","0,89 %",,
243600301,CC Val de l'Indre - Brenne,Communauté de communes,"490,629","10,909","2,22 %",,
243600319,CC Brenne - Val de Creuse,Communauté de communes,"843,107","13,801","1,64 %",,
243600327,CA Châteauroux Métropole,Communauté d'agglomération,"543,72","49,473","9,10 %",,
243600343,CC Cœur de Brenne,Communauté de communes,"478,274","5,261","1,10 %",,
243600350,CC de la Châtre et Sainte-Sévère,Communauté de communes,"647,971","11,31","1,75 %",,
243700499,CC du Castelrenaudais,Communauté de communes,"353,132","10,82","3,06 %",,
243700754,Tours Métropole Val de Loire,Métropole,"389,916","117,37","30,10 %",,
243700820,CC Autour de Chenonceaux Bléré-Val de Cher,Communauté de communes,"329,544","15,557","4,72 %",,
243800604,CA Porte de l'Isère (CAPI),Communauté d'agglomération,"249,313","57,698","23,14 %",,
243800745,CC de l'Oisans,Communauté de communes,"835,192","7,596","0,91 %",,
243800935,CC Lyon Saint Exupéry en Dauphiné,Communauté de communes,"61,957","16,025","25,86 %",,
243800984,CA du Pays Voironnais,Communauté d'agglomération,"374,422","46,509","12,42 %",,
243801024,CC du Massif du Vercors,Communauté de communes,"255,68","10,339","4,04 %",,
243801073,CC de Bièvre Est,Communauté de communes,"155,598","17,025","10,94 %",,
243801255,CC Collines Isère Nord Communauté,Communauté de communes,"137,287","17,31","12,61 %",,
243900354,CC de la Station des Rousses-Haut Jura,Communauté de communes,"98,93","6,58","6,65 %",,
243900420,CC du Val d'Amour,Communauté de communes,"274,161","11,871","4,33 %",,
243900479,CC Haut-Jura Arcade Communauté,Communauté de communes,"148,519","4,777","3,22 %",,
243900560,CC Jura Nord,Communauté de communes,"264,216","8,726","3,30 %",,
243900610,CC La Grandvallière,Communauté de communes,"170,183","5,431","3,19 %",,
243901089,CC de la Plaine Jurassienne,Communauté de communes,"211,102","10,938","5,18 %",,
244000543,CC de Mimizan,Communauté de communes,"361,712","16,469","4,55 %",,
244000659,CC du Seignanx,Communauté de communes,"151,483","18,656","12,32 %",,
244000675,CA du Grand Dax,Communauté d'agglomération,"345,233","39,978","11,58 %",,
244000691,CC du Pays Morcenais,Communauté de communes,"520,542","12,861","2,47 %",,
244000766,CC du Pays Tarusate,Communauté de communes,"599,874","19,635","3,27 %",,
244000774,CC du Pays de Villeneuve en Armagnac Landais,Communauté de communes,"214,754","2,393","1,11 %",,
244000808,CA Mont de Marsan Agglomération,Communauté d'agglomération,"481,54","40,037","8,31 %",,
244000824,CC du Pays Grenadois,Communauté de communes,"165,778","6,457","3,89 %",,
244000857,CC Côte Landes Nature,Communauté de communes,"611,375","22,414","3,67 %",,
244000865,CC Maremne Adour Côte Sud,Communauté de communes,"612,989","73,225","11,95 %",,
244000873,CC des Grands Lacs,Communauté de communes,"741,004","45,738","6,17 %",,
244000881,CC Coteaux et Vallées des Luys,Communauté de communes,"187,895","2,708","1,44 %",,
244100293,CC des Collines du Perche,Communauté de communes,"296,068","3,542","1,20 %",,
244100780,CC de la Sologne des Étangs,Communauté de communes,"579,559","7,793","1,34 %",,
244100798,CC du Grand Chambord,Communauté de communes,"440,812","18,503","4,20 %",,
244100806,CC de la Sologne des Rivières,Communauté de communes,"499,176","16,712","3,35 %",,
244200614,CC des Vals d'Aix et Isable,Communauté de communes,"197,366","4,562","2,31 %",,
244200622,CC des Monts du Pilat,Communauté de communes,"307,857","5,837","1,90 %",,
244200630,CC du Pays entre Loire et Rhône,Communauté de communes,"251,606","9,642","3,83 %",,
244200770,Saint-Etienne Métropole,Métropole,"724,581","145,085","20,02 %",,
244200820,CC du Pays d'Urfé,Communauté de communes,"259,005","4,822","1,86 %",,
244200895,CC du Pilat Rhodanien,Communauté de communes,"144,895","8,851","6,11 %",,
244300307,CC du Pays de Montfaucon,Communauté de communes,"212,684","4,224","1,99 %",,
244301016,CC des Sucs,Communauté de communes,"283,673","10,499","3,70 %",,
244301099,CC Auzon Communauté,Communauté de communes,"153,123","7,264","4,74 %",,
244301107,CC du Haut-Lignon,Communauté de communes,"201,549","6,789","3,37 %",,
244301123,CC des Pays de Cayres et de Pradelles,Communauté de communes,"370,886","2,452","0,66 %",,
244301131,CC Loire et Semène,Communauté de communes,"115,967","10,858","9,36 %",,
244400404,Nantes Métropole,Métropole,"534,76","211,142","39,48 %",,
244400438,CC Grand Lieu Communauté,Communauté de communes,"301,059","21,119","7,01 %",,
244400453,CC Pays de Blain Communauté,Communauté de communes,"214,581","9,923","4,62 %",,
244400503,CC d'Erdre et Gesvres,Communauté de communes,"510,31","35,736","7,00 %",,
244400537,CC de Nozay,Communauté de communes,"276,149","10,972","3,97 %",,
244400552,CC du Pays d'Ancenis,Communauté de communes,"879,725","45,98","5,23 %",,
244400586,CC du Sud Estuaire,Communauté de communes,"223,771","18,945","8,47 %",,
244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),Communauté d'agglomération,"393,083","65,592","16,69 %",,
244400644,CA de la Région Nazairienne et de l'Estuaire (CARENE),Communauté d'agglomération,"334,884","81,828","24,43 %",,
244500203,CA Montargoise et Rives du Loing (AME),Communauté d'agglomération,"232,108","41,761","17,99 %",,
244500211,CC Giennoises,Communauté de communes,"363,079","20,645","5,69 %",,
244500419,CC des Quatre Vallées,Communauté de communes,"287,003","16,681","5,81 %",,
244500427,CC des Loges,Communauté de communes,"552,345","31,278","5,66 %",,
244500468,Orléans Métropole,Métropole,"335,889","118,839","35,38 %",,
244500484,CC de la Forêt,Communauté de communes,"209,556","12,085","5,77 %",,
244500542,CC de la Plaine du Nord Loiret,Communauté de communes,"249,561","5,846","2,34 %",,
244600433,CC de la Vallée du Lot et du Vignoble,Communauté de communes,"369,333","9,409","2,55 %",,
244600482,CC Quercy - Bouriane,Communauté de communes,"308,593","7,802","2,53 %",,
244600532,CC du Pays de Lalbenque-Limogne,Communauté de communes,"444,821","4,26","0,96 %",,
244600573,CC du Causse de Labastide-Murat,Communauté de communes,"336,759","3,423","1,02 %",,
244700449,CC du Pays de Duras,Communauté de communes,"227,345","1,046","0,46 %",,
244700464,CC du Pays de Lauzun,Communauté de communes,"244,334","6,818","2,79 %",,
244701355,CC des Coteaux et Landes de Gascogne,Communauté de communes,"698,9","8,813","1,26 %",,
244701405,CC Lot et Tolzac,Communauté de communes,"256,754","3,575","1,39 %",,
244800405,CC Cœur de Lozère,Communauté de communes,"213,56","7,98","3,74 %",,
244800470,CC du Gévaudan,Communauté de communes,"263,514","6,687","2,54 %",,
244900015,CU Angers Loire Métropole,Communauté urbaine,"677,632","126,418","18,66 %",,
244900809,CC Anjou Bleu Communauté,Communauté de communes,"656,347","27,846","4,24 %",,
244900882,CC Baugeois Vallée,Communauté de communes,"739,329","26,695","3,61 %",,
245100615,CC de la Grande Vallée de la Marne,Communauté de communes,"182,641","8,279","4,53 %",,
245100888,CC de la Brie Champenoise,Communauté de communes,"290,77","5,615","1,93 %",,
245100979,CC du Sud Marnais,Communauté de communes,"318,567","12,094","3,80 %",,
245200597,CC des Trois Forêts,Communauté de communes,"695,461","11,48","1,65 %",,
245300223,CC du Pays de Meslay-Grez,Communauté de communes,"426,066","10,211","2,40 %",,
245300355,CC de l'Ernée,Communauté de communes,"485,756","14,554","3,00 %",,
245300389,CC du Bocage Mayennais,Communauté de communes,"530,28","12,652","2,39 %",,
245300447,CC du Pays de Château-Gontier,Communauté de communes,"455,015","20,169","4,43 %",,
245400171,CC Moselle et Madon,Communauté de communes,"190,523","20,271","10,64 %",,
245400189,CC des Pays du Sel et du Vermois,Communauté de communes,"138,439","19,771","14,28 %",,
245400262,CA Grand Longwy Agglomération,Communauté d'agglomération,"173,978","32,74","18,82 %",,
245400510,CC du Pays de Colombey et du Sud Toulois,Communauté de communes,"375,367","11,301","3,01 %",,
245400601,CC du Bassin de Pompey,Communauté de communes,"156,185","23,639","15,14 %",,
245400676,Métropole du Grand Nancy,Métropole,"142,822","76,118","53,30 %",,
245400759,CC du Pays du Sanon,Communauté de communes,"249,144","6,049","2,43 %",,
245500327,CC du Sammiellois,Communauté de communes,"247,937","6,318","2,55 %",,
245501176,CC du Territoire de Fresnes-en-Woëvre,Communauté de communes,"257,896","4,662","1,81 %",,
245501184,CC du Pays de Revigny-sur-Ornain,Communauté de communes,"184,435","8,931","4,84 %",,
245501242,CC du Pays d'Étain,Communauté de communes,"240,8","11,65","4,84 %",,
245501259,CC du Pays de Montmédy,Communauté de communes,"244,273","11,151","4,56 %",,
245600440,CC Blavet Bellevue Océan Communauté,Communauté de communes,"122,215","10,173","8,32 %",,
245600465,CC de Belle-Île-en-Mer,Communauté de communes,"86,533","4,512","5,21 %",,
245614383,CC Questembert Communauté,Communauté de communes,"328,714","12,663","3,85 %",,
245614417,CC Roi Morvan Communauté,Communauté de communes,"771,271","17,891","2,32 %",,
245614433,CC Pontivy Communauté,Communauté de communes,"722,109","32,76","4,54 %",,
245700133,CC du District Urbain de Faulquemont,Communauté de communes,"260,598","20,84","8,00 %",,
245700372,CA de Forbach Porte de France,Communauté d'agglomération,"139,105","38,454","27,64 %",,
245700398,CC de Freyming-Merlebach,Communauté de communes,"74,306","21,376","28,77 %",,
245700695,CC de Cattenom et Environs,Communauté de communes,"197,497","15,95","8,08 %",,
245700950,CC du Pays de Phalsbourg,Communauté de communes,"184,537","20,097","10,89 %",,
245701164,CC du Warndt,Communauté de communes,"47,517","11,448","24,09 %",,
245701206,CC du Saulnois,Communauté de communes,"984,592","26,603","2,70 %",,
245701222,CA du Val de Fensch,Communauté d'agglomération,"86,579","30,961","35,76 %",,
245701271,CC du Pays Orne Moselle,Communauté de communes,"92,886","26,253","28,26 %",,
245701354,CC de l'Arc Mosellan,Communauté de communes,"224,276","17,838","7,95 %",,
245701362,CA Portes de France-Thionville,Communauté d'agglomération,"156,803","34,17","21,79 %",,
245701404,CC du Pays Haut Val d'Alzette,Communauté de communes,"72,815","11,133","15,29 %",,
245801063,CC Loire et Allier,Communauté de communes,"165,973","7,563","4,56 %",,
245804406,CA de Nevers,Communauté d'agglomération,"264,39","44,208","16,72 %",,
245804497,CC du Nivernais Bourbonnais,Communauté de communes,"293,105","3,658","1,25 %",,
245900428,CU de Dunkerque,Communauté urbaine,"300,993","98,155","32,61 %",,
245900758,CC Flandre Lys,Communauté de communes,"127,199","20,923","16,45 %",,
245901038,CC du Pays Solesmois,Communauté de communes,"117,343","9,416","8,02 %",,
245901152,CC Cœur d'Ostrevent,Communauté de communes,"138,458","32,489","23,46 %",,
245901160,CA Valenciennes Métropole,Communauté d'agglomération,"263,192","86,155","32,73 %",,
246000129,CC du Liancourtois,Communauté de communes,"48,865","10,366","21,21 %",,
246000376,CC du Clermontois,Communauté de communes,"148,634","18,191","12,24 %",,
246000566,CC du Plateau Picard,Communauté de communes,"440,876","19,962","4,53 %",,
246000582,CC des Sablons,Communauté de communes,"227,131","18,649","8,21 %",,
246000707,CC du Vexin-Thelle,Communauté de communes,"314,988","14,604","4,64 %",,
246000749,CC des Lisières de l'Oise,Communauté de communes,"211,371","11,973","5,66 %",,
246000756,CC du Pays Noyonnais,Communauté de communes,"267,809","24,257","9,06 %",,
246000764,CC de l'Aire Cantilienne,Communauté de communes,"150,035","41,464","27,64 %",,
246000772,CC des Deux Vallées,Communauté de communes,"114,265","17,101","14,97 %",,
246000848,CC de la Picardie Verte,Communauté de communes,"633,625","23,506","3,71 %",,
246000855,CC du Pays des Sources,Communauté de communes,"353,582","30,721","8,69 %",,
246000871,CC du Pays de Valois,Communauté de communes,"618,546","31,98","5,17 %",,
246000897,CC de la Plaine d'Estrées,Communauté de communes,"166,871","19,947","11,95 %",,
246000913,CC du Pays de Bray,Communauté de communes,"246,668","12,891","5,23 %",,
246000921,CC des Pays d'Oise et d'Halatte,Communauté de communes,"140,086","19,841","14,16 %",,
246100390,CC du Val d'Orne,Communauté de communes,"256,06","2,818","1,10 %",,
246100663,CU d'Alençon,Communauté urbaine,"463,685","28,235","6,09 %",,
246200299,CA d'Hénin-Carvin,Communauté d'agglomération,"112,137","63,535","56,66 %",,
246200364,CA de Lens - Liévin,Communauté d'agglomération,"239,872","107,201","44,69 %",,
246200380,CC de la Terre des Deux Caps,Communauté de communes,"184,233","19,355","10,51 %",,
246200729,CA du Boulonnais,Communauté d'agglomération,"205,512","44,255","21,53 %",,
246200844,CC de la Région d'Audruicq,Communauté de communes,"220,646","11,925","5,40 %",,
246201016,CC du Pays de Lumbres,Communauté de communes,"271,454","14,255","5,25 %",,
246300701,Clermont Auvergne Métropole,Métropole,"303,001","108,277","35,73 %",,
246300966,CC du Massif du Sancy,Communauté de communes,"610,825","11,011","1,80 %",,
246301097,CC Entre Dore et Allier,Communauté de communes,"230,099","12,897","5,60 %",,
246400337,CC de la Vallée d'Ossau,Communauté de communes,"619,395","10,103","1,63 %",,
246401756,CC Pays de Nay,Communauté de communes,"326,736","20,279","6,21 %",,
246500482,CC de la Haute-Bigorre,Communauté de communes,"390,733","9,186","2,35 %",,
246500573,CC Aure Louron,Communauté de communes,"698,008","9,684","1,39 %",,
246600282,CC Sud-Roussillon,Communauté de communes,"41,182","11,798","28,65 %",,
246600373,CC du Vallespir,Communauté de communes,"183,909","12,409","6,75 %",,
246600399,CC Pyrénées Cerdagne,Communauté de communes,"441,404","9,021","2,04 %",,
246600415,CC Roussillon-Conflent,Communauté de communes,"235,129","6,866","2,92 %",,
246600423,CC Agly Fenouillèdes,Communauté de communes,"370,711","4,618","1,25 %",,
246600449,CC des Aspres,Communauté de communes,"232,616","11,942","5,13 %",,
246600464,CC Pyrénées catalanes,Communauté de communes,"355,39","10,175","2,86 %",,
246600548,CC du Haut Vallespir,Communauté de communes,"439,651","5,195","1,18 %",,
246700306,CC de la Vallée de la Bruche,Communauté de communes,"304,148","18,887","6,21 %",,
246700488,Eurométropole de Strasbourg,Métropole,"340,068","133,269","39,19 %",,
246700744,CC des Portes de Rosheim,Communauté de communes,"135,335","11,595","8,57 %",,
246700777,CC de la Vallée de Villé,Communauté de communes,"116,966","9,583","8,19 %",,
246700843,CC de la Basse-Zorn,Communauté de communes,"80,661","9,824","12,18 %",,
246700926,CC du Pays de Wissembourg,Communauté de communes,"131,117","11,204","8,55 %",,
246700959,CC du Pays de la Zorn,Communauté de communes,"119,434","11,339","9,49 %",,
246700967,CC de Sélestat,Communauté de communes,"170,262","19,502","11,45 %",,
246701064,CC de la Région de Molsheim-Mutzig,Communauté de communes,"161,619","20,674","12,79 %",,
246701080,CC du Pays de Sainte-Odile,Communauté de communes,"68,259","8,913","13,06 %",,
246701098,CC du Pays de Niederbronn-les-Bains,Communauté de communes,"184,334","14,646","7,95 %",,
246800205,CC de la Vallée de Saint-Amarin,Communauté de communes,"167,723","8,256","4,92 %",,
246800395,CC du Val d'Argent,Communauté de communes,"103,55","4,462","4,31 %",,
246800445,CC du Centre du Haut-Rhin,Communauté de communes,"137,274","16,115","11,74 %",,
246800494,"CC du Pays de Rouffach, Vignobles et Châteaux",Communauté de communes,"115,784","8,454","7,30 %",,
246800551,CC de la Vallée de Kaysersberg,Communauté de communes,"180,711","9,527","5,27 %",,
246800569,CC de la Région de Guebwiller,Communauté de communes,"190,266","17,626","9,26 %",,
246800577,CC du Pays de Ribeauvillé,Communauté de communes,"166,524","11,914","7,15 %",,
246800585,CC de la Vallée de Munster,Communauté de communes,"195,752","8,44","4,31 %",,
246800676,CC de la Vallée de la Doller et du Soultzbach,Communauté de communes,"160,557","11,09","6,91 %",,
246800726,CA Colmar Agglomération,Communauté d'agglomération,"244,487","44,28","18,11 %",,
246900575,CC de l'Est Lyonnais (CCEL),Communauté de communes,"142,356","42,784","30,05 %",,
246900625,CC du Pays de l'Arbresle (CCPA),Communauté de communes,"184,693","19,845","10,74 %",,
246900724,CC des Vallons du Lyonnais (CCVL),Communauté de communes,"106,875","15,997","14,97 %",,
246900740,CC du Pays Mornantais (COPAMO),Communauté de communes,"144,69","14,324","9,90 %",,
246900757,CC de la Vallée du Garon (CCVG),Communauté de communes,"49,114","17,483","35,60 %",,
246900765,CC du Pays de l'Ozon,Communauté de communes,"76,46","16,379","21,42 %",,
247000011,CA de Vesoul,Communauté d'agglomération,"145,63","22,264","15,29 %",,
247000367,CC des Combes,Communauté de communes,"285,415","8,466","2,97 %",,
247000623,CC des Quatre Rivières,Communauté de communes,"563,669","14,24","2,53 %",,
247000664,CC du Pays de Lure,Communauté de communes,"196,756","19,388","9,85 %",,
247000698,CC des Monts de Gy,Communauté de communes,"241,903","6,088","2,52 %",,
247000706,CC du Pays Riolais,Communauté de communes,"293,39","8,068","2,75 %",,
247000714,CC du Pays de Villersexel,Communauté de communes,"206,759","8,653","4,19 %",,
247000722,CC du Pays d'Héricourt,Communauté de communes,"163,929","14,855","9,06 %",,
247000755,CC du Pays de Luxeuil,Communauté de communes,"153,962","18,765","12,19 %",,
247000821,CC Rahin et Chérimont,Communauté de communes,"153,33","7,644","4,99 %",,
247000854,CC des 1000 étangs,Communauté de communes,"357,278","7,154","2,00 %",,
247100290,CU Le Creusot Montceau-les-Mines,Communauté urbaine,"743,723","75,069","10,09 %",,
247100589,CA Le Grand Chalon,Communauté d'agglomération,"554,657","73,723","13,29 %",,
247100639,CC de Marcigny,Communauté de communes,"224,847","5,818","2,59 %",,
247100647,CC Bresse Nord Intercom',Communauté de communes,"243,871","8,664","3,55 %",,
247103765,CC Entre Saône et Grosne,Communauté de communes,"259,219","11,263","4,34 %",,
247103864,CC de Semur-en-Brionnais,Communauté de communes,"197,367","3,353","1,70 %",,
247104094,CC Sud Côte Chalonnaise,Communauté de communes,"317,527","8,371","2,64 %",,
247200090,CC du Pays Sabolien,Communauté de communes,"367,957","20,927","5,69 %",,
247200132,CU Le Mans Métropole,Communauté urbaine,"273,723","84,901","31,02 %",,
247200348,CC du Pays Fléchois,Communauté de communes,"343,337","18,951","5,52 %",,
247200421,CC du Sud Est Manceau,Communauté de communes,"177,999","11,756","6,60 %",,
247200447,CC Orée de Bercé - Belinois,Communauté de communes,"149,838","10,369","6,92 %",,
247200629,CC du Val de Sarthe,Communauté de communes,"286,725","20,506","7,15 %",,
247200686,CC du Pays de l'Huisne Sarthoise,Communauté de communes,"470,767","20,504","4,36 %",,
247300015,CC des Vallées d'Aigueblanche,Communauté de communes,"183,883","5,743","3,12 %",,
247300254,CC de Haute-Tarentaise,Communauté de communes,"611,792","10,406","1,70 %",,
247300262,CC de Yenne,Communauté de communes,"126,541","1,81","1,43 %",,
247300361,CC du Canton de La Chambre,Communauté de communes,"274,83","8,957","3,26 %",,
247300452,CC Maurienne Galibier,Communauté de communes,"326,392","8,664","2,65 %",,
247300528,CC Val Guiers,Communauté de communes,"88,012","7,472","8,49 %",,
